r3a10wnahmplynq9tki_0002,0.9459459459459459,35,37	-9.93853,-4.5805,3.27377,-0.50008,-2.45565,-1.07799,23.33004,24.69427,3.49825,5.32056,309.6923,36.8125,41.78471,51.42857,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.94594,0,0,0.18901,-22.47999,9.02372,0.0,1.0,0.0,0.0,0.0,0.0
pp019je6ayfm4b6dvr6_0002,0.9411764705882353,32,34	-9.93853,-4.5805,20.84411,-1.74126,-2.7698,6.11683,27.02299,23.08542,3.49716,4.74238,299.83308,24.48166,45.94874,302.74563,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.94117,0,0,0.21251,-3.49999,5.5938,0.0,0.0,1.0,1.0,0.0,0.0
qvxd85wwh1uxamk9tax_0008,0.918918918918919,34,37	-9.93853,-4.5805,18.86315,-1.46024,-2.49591,5.98258,24.1574,24.69427,2.76867,4.70207,295.5625,19.5867,319.75155,310.28396,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.91891,0,0,0.21861,-2.89999,5.22648,0.0,1.0,1.0,0.0,0.0,0.0
6f9d2v0qjzszc0qt0sz_0002,0.9166666666666666,33,36	-9.93853,-4.5805,15.43348,-1.54025,-2.97899,4.69234,34.41671,29.49607,2.97913,4.2501,301.0,35.5,310.80745,321.98757,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.91666,0,0,0.24008,-2.41999,5.62715,0.0,1.0,0.0,1.0,0.0,0.0
pyausiw2hm4bbkcqe4x_0010,0.9166666666666666,33,36	-9.93853,-4.5805,7.63879,-2.23567,-2.56842,3.48341,20.68248,16.54578,1.99476,3.36775,301.35333,33.63883,313.23678,296.83971,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.91666,0,0,0.29368,-2.27999,4.47091,0.0,1.0,1.0,1.0,0.0,0.0
qvxd85wwh1uxamk9tax_0005,0.9142857142857143,32,35	-9.93853,-4.5805,18.86315,-1.46024,-2.49591,5.98258,24.1574,24.69427,2.76867,4.70207,295.5625,18.0625,319.75155,310.80745,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.91428,0,0,0.21861,-2.89999,5.22648,0.0,1.0,1.0,1.0,0.0,0.0
2ps8ipce1u4ovzz3g6d_0000,0.9142857142857143,32,35	-9.93853,-4.5805,-8.55971,-0.82013,-1.93231,-0.1,22.17173,23.23919,3.69468,5.05889,299.6875,27.73927,306.3354,295.64313,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.91428,0,0,0.30708,-5.88,6.40176,0.0,1.0,0.0,0.0,0.0,0.0
1xiwwtuh6e9bjghtiash_0000,0.9117647058823529,31,34	-9.93853,-4.5805,24.09494,-1.67467,-2.5972,6.11263,23.32519,30.61998,3.76483,4.17951,307.89516,32.04032,305.28,318.24,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.91176,0,0,0.2389,-3.47999,5.13795,0.0,1.0,0.0,2.0,0.0,0.0
z0z3ha4hybpezdctfgk_0003,0.8918918918918919,33,37	-9.93853,-4.5805,5.42519,-0.68521,-2.93636,-0.1342,28.20708,31.53319,3.63712,4.51356,296.78172,16.55882,48.43853,28.7234,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.89189,0,0,0.25821,-3.63999,7.68439,0.0,1.0,1.0,1.0,0.0,0.0
z0z3ha4hybpezdctfgk_0002,0.8857142857142857,31,35	-9.93853,-4.5805,5.42519,-0.20556,-3.06266,-0.1342,28.20708,31.53319,3.45243,4.44041,316.0,26.11764,22.97872,34.46808,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.88571,0,0,0.19331,-20.57999,9.24621,0.0,1.0,1.0,2.0,0.0,0.0
pyausiw2hm4bbkcqe4x_0003,0.8857142857142857,31,35	-9.93853,-4.5805,15.43348,-1.02016,-2.17385,3.48341,15.7183,17.56434,3.04461,2.73162,302.90556,33.71668,319.91421,58.39109,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.88571,0,0,0.15022,-3.25999,6.01273,0.0,1.0,1.0,1.0,0.0,0.0
6f9d2v0qjzszc0qt0sz_0000,0.8823529411764706,30,34	-9.93853,-4.5805,15.43348,-1.54025,-2.97899,4.69234,34.41671,29.49607,2.97913,4.2501,301.0,35.5,310.80745,321.98757,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.88235,0,0,0.24008,-2.41999,5.62715,0.0,1.0,0.0,1.0,0.0,0.0
z0z3ha4hybpezdctfgk_0007,0.8823529411764706,30,34	-9.93853,-4.5805,5.42519,-0.68521,-2.93636,-0.1342,28.20708,31.53319,3.63712,4.51356,307.32352,26.11764,350.42553,34.46808,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.88235,0,0,0.25821,-3.63999,7.68439,0.0,1.0,1.0,1.0,0.0,0.0
r1ye0n5gta2i2p1l49n_0003,0.8648648648648649,32,37	-9.93853,-4.5805,23.78902,-2.12675,-2.94682,5.39275,25.84589,29.97332,2.68163,3.4843,305.50493,35.69238,40.33103,56.69238,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.86486,0,0,0.22465,-2.45999,4.6906,0.0,0.0,1.0,0.0,0.0,0.0
1rjx4zmxubnd864ixqp6_0000,0.8648648648648649,32,37	-9.93853,-4.5805,-3.61691,-1.00724,-2.46354,-2.28483,35.72889,11.68817,4.52347,2.91532,300.24033,38.49574,51.8507,66.84464,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.86486,0,0,0.38789,-23.77999,5.264,0.0,0.0,0.0,0.0,0.0,0.0
pyausiw2hm4bbkcqe4x_0021,0.8648648648648649,32,37	-9.93853,-4.5805,7.23952,-1.06017,-2.69719,3.48341,23.33004,15.81824,3.7653,3.94686,306.47677,30.90842,322.55831,301.15104,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.86486,0,0,0.16572,-2.49999,6.76126,0.0,1.0,1.0,0.0,0.0,0.0
r1ye0n5gta2i2p1l49n_0000,0.8611111111111112,31,36	-9.93853,-4.5805,15.17534,-1.07897,-1.43837,5.39275,29.11005,17.71506,3.9509,4.44801,300.21821,25.90423,306.42032,304.67789,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.86111,0,0,0.45495,-3.67999,3.99161,0.0,1.0,1.0,1.0,0.0,0.0
z0z3ha4hybpezdctfgk_0011,0.8611111111111112,31,36	-9.93853,-4.5805,5.42519,-0.68521,-2.93636,-0.1342,28.20708,31.53319,3.63712,4.51356,296.78172,26.11764,48.43853,34.46808,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.86111,0,0,0.25821,-3.63999,7.68439,0.0,1.0,1.0,0.0,0.0,0.0
6l8ll6vfdo056ewqnut_0000,0.8571428571428571,30,35	-9.93853,-4.5805,16.26643,-1.91401,-2.46752,2.66687,31.8246,19.53272,3.3662,3.3564,309.53907,27.18435,306.60451,52.13729,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.85714,0,0,0.29032,-28.33999,5.46086,0.0,1.0,0.0,2.0,0.0,0.0
z0z3ha4hybpezdctfgk_0000,0.8571428571428571,30,35	-9.93853,-4.5805,5.42519,-0.68521,-2.93636,-0.1342,20.55485,29.02245,3.63712,4.51356,296.78172,16.55882,48.43853,28.7234,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.85714,0,0,0.20086,-3.43999,8.19775,0.0,1.0,1.0,2.0,0.0,0.0
pyausiw2hm4bbkcqe4x_0001,0.8571428571428571,30,35	-9.93853,-4.5805,12.00382,-1.98032,-2.49591,3.48341,17.20755,15.2362,2.51612,2.53737,297.8125,14.5,310.80745,319.75155,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.85714,0,0,0.31085,-2.85999,4.04553,0.0,1.0,1.0,2.0,0.0,0.0
2mut2i01qmnufmrn816_0000,0.8529411764705882,29,34	-9.93853,-4.5805,2.02661,-2.42039,-2.49591,2.95848,23.99193,26.44038,2.23551,4.29768,303.43684,34.1875,324.8033,321.98757,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.85294,0,0,0.29973,-25.55999,5.49752,0.0,1.0,1.0,1.0,0.0,0.0
2mut2i01qmnufmrn816_0001,0.8529411764705882,29,34	-9.93853,-4.5805,4.61026,-1.98032,-2.53616,2.95848,29.128,25.02314,4.3699,2.99753,305.5,23.85423,346.58385,310.08104,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.85294,0,0,0.31031,-25.17999,5.43731,0.0,1.0,1.0,1.0,0.0,0.0
2p06snnj5f3n7hvh68d_0007,0.8529411764705882,29,34	-9.93853,-4.5805,13.75959,-1.42023,-3.22053,6.67244,30.44537,29.64158,2.97913,5.65359,306.12054,26.45536,318.12009,307.95838,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.85294,0,0,0.22121,-28.29999,6.10427,0.0,1.0,0.0,0.0,0.0,0.0
z0z3ha4hybpezdctfgk_0013,0.8529411764705882,29,34	-9.93853,-4.5805,5.42519,-0.68521,-2.93636,-0.1342,28.20708,31.53319,3.45243,4.44041,316.0,26.11764,22.97872,34.46808,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.85294,0,0,0.25821,-3.63999,7.68439,0.0,1.0,1.0,0.0,0.0,0.0
6l8ll6vfdo056ewqnut_0005,0.8333333333333334,30,36	-9.93853,-4.5805,20.79052,-1.42382,-1.79833,6.27252,36.56785,12.23025,3.70577,3.3564,308.07638,36.60615,310.95171,68.41354,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.83333,0,0,0.59092,-4.01999,3.29965,0.0,1.0,0.0,0.0,0.0,0.0
1uhsywej9u1mr99vgle0_0000,0.8285714285714286,29,35	-9.93853,-4.5805,9.82131,-1.06017,-2.85822,3.50897,25.15024,26.58589,3.68065,5.0351,302.125,19.52905,46.95652,304.25835,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.82857,0,0,0.25595,-25.59999,6.23796,0.0,1.0,1.0,1.0,0.0,0.0
pyausiw2hm4bbkcqe4x_0004,0.8235294117647058,28,34	-9.93853,-4.5805,12.00382,-1.94031,-2.33488,3.48341,9.92675,8.25178,2.51612,2.53737,297.8125,14.5,310.80745,319.75155,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.82352,0,0,0.17484,-2.95999,4.24271,0.0,1.0,1.0,1.0,0.0,0.0
1ugxo1lis0024gtdw7pg_0000,0.8235294117647058,28,34	-9.93853,-4.5805,13.56276,-1.38022,-1.89206,6.40062,28.52877,29.36817,3.07734,4.34525,306.25,44.5,313.04347,317.51552,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.82352,0,0,0.3478,-28.13999,4.77806,0.0,1.0,0.0,1.0,0.0,0.0
qvxd85wwh1uxamk9tax_0006,0.8,28,35	-9.93853,-4.5805,21.66924,-1.18019,-2.61668,5.98258,32.59651,23.09368,3.48422,4.27389,302.5,25.375,51.42857,53.66459,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,0.17478,-2.99999,6.04245,0.0,1.0,1.0,0.0,0.0,0.0
v04ta547mrhsblu1f5n_0004,0.8,28,35	-9.93853,-4.5805,12.68677,-0.83244,-1.60754,0.87983,22.55428,27.68575,4.20881,3.12001,296.70062,38.36871,44.53604,305.95548,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,0.85059,-4.95999,3.16658,0.0,0.0,1.0,1.0,0.0,0.0
z0z3ha4hybpezdctfgk_0004,0.8,28,35	-9.93853,-4.5805,5.42519,-0.68521,-2.93636,-0.1342,28.20708,31.53319,3.63712,4.51356,316.0,26.11764,22.97872,34.46808,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0,0,0.25821,-3.63999,7.68439,0.0,1.0,1.0,1.0,0.0,0.0
2yzoxcnixk6vlumzlsu_0001,0.7941176470588235,27,34	-9.93853,-4.5805,10.44488,-0.82013,-2.85822,3.71349,32.76198,15.96374,3.76483,4.6545,304.1875,44.125,4.47204,360.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.79411,0,0,0.17718,-2.79999,7.03331,0.0,1.0,0.0,0.0,0.0,0.0
6l8ll6vfdo056ewqnut_0008,0.7941176470588235,27,34	-9.93853,-4.5805,20.79052,-1.42382,-1.79833,6.27252,16.25585,29.05961,3.14436,3.52562,308.07638,36.60615,310.95171,68.41354,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.79411,0,0,0.53385,-4.05999,3.39182,0.0,0.0,1.0,0.0,0.0,0.0
1s3qm99lh6mjb0q3oqgg_0000,0.7941176470588235,27,34	-9.93853,-4.5805,22.78214,-2.26432,-2.64444,8.16836,34.53516,28.31397,3.00064,3.77843,310.46335,38.80535,52.97394,293.77646,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.79411,0,0,0.4272,-2.63999,3.6917,0.0,1.0,1.0,1.0,0.0,0.0
1uazpoahzgh9bh5ehyog_0001,0.7777777777777778,28,36	-9.93853,-4.5805,-3.56467,-0.23671,-3.17687,-0.0691,24.26045,29.18476,3.28286,4.61747,306.59444,29.79519,307.47737,304.18135,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.77777,0,0,0.18279,-21.47999,9.01961,0.0,0.0,0.0,0.0,0.0,0.0
pyausiw2hm4bbkcqe4x_0000,0.7777777777777778,28,36	-9.93853,-4.5805,6.07985,-0.94015,-2.57642,3.48341,23.33004,15.81824,3.7653,3.94686,304.5625,39.625,297.3913,304.09937,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.77777,0,0,0.17177,-2.57999,6.93294,0.0,1.0,1.0,2.0,0.0,0.0
pyausiw2hm4bbkcqe4x_0027,0.7777777777777778,28,36	-9.93853,-4.5805,15.69623,-1.53029,-2.27281,4.23067,22.93176,8.93829,3.04461,2.73162,302.90556,33.71668,319.91421,58.39109,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.77777,0,0,0.24578,-3.77999,4.73321,0.0,0.0,1.0,0.0,0.0,0.0
z0z3ha4hybpezdctfgk_0010,0.7714285714285715,27,35	-9.93853,-4.5805,5.42519,-0.68521,-2.93636,-0.1342,28.20708,31.53319,3.63712,4.51356,296.78172,14.5,48.43853,360.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.77142,0,0,0.25821,-3.63999,7.68439,0.0,1.0,1.0,0.0,0.0,0.0
